No,User,Date Created,Tweet,Label,original
2477,ridwnaji,2021-11-04 06:11:01+00:00,"mohon infonya, untuk uji emisi motor bisa di bengkel mana ya? apakah bisa di semacan bengkel Ahhas?",U,True
4840,semangkasegar,2021-11-07 04:15:05+00:00,"uji emisi di bengkel tabun lama, cuma nunggu antrian &amp; sertifikat beauty uji emisi. 

Sertifikat bisa download di aplikasi. Tapi lupa nama app-nya. ( ._.)/",N,False
2563,adiyaadiya,2021-11-04 03:43:47+00:00,@ezash Ada nih pak Kios Uji Emisi di Duren Sawit Jaktim...atau ga ke SUN Motor aja list lengkap ada di IG Dinas LH DKI Jakarta kok,U,True
4837,Fkresminor7,2021-08-11 23:32:46+00:00,"@NOTASLIMBOY Katanya buatan anak2 smk di unaccompanied, nyatanya rebadged foday suv china, bbrp tahun gak muncul trus ngeles gak beauty uji emisi, lalu berobah wujud jd cartridge yg masih juga rebadged.

Lesson: orang indonesia gampang di php",P,False
4677,lebrekele2,2021-11-19 09:30:21+00:00,@dinaslhdki @BeritaJakarta kapan ada uji emisi lagi??,P,False
2400,Lukman_Mth,2021-11-04 08:53:28+00:00,"@Reiza_Patters @dusrimulya @aniesbaswedan Paham bang, tapi ga semua di DKI akses angkutan umumnya mudah. Untuk daerah cilincing dan marunda kan engga begitu. Makanya kebijakan tilang uji emisi ini kayanya mesti dikaji ulang",P,True
968,oggie_seanta,2021-11-21 04:01:56+00:00,"Nyuci beres, tinggal menunggu antrian uji emisi... Semangat2! 🔥",P,True
498,kiting_dian,2022-04-12 15:08:02+00:00,"Sebel.
1. Lost of de ring
2. Im not getting , but another people getting
3. Hate to myself
4. No respect to me

Uji emosi, bukan uji emisi😆💩
Yes. Kurg bersyukur. Slalu insekyur. Shit for inskyur",U,True
4906,Bambang_Budimab,2021-01-10 10:16:49+00:00,"@kumparan Sarananya dulu dipersiapkan, dulu slap YOS pernah tunjuk bbrp BENGKEL lakukan uji emisi yg tersebar di bbrp tempat shg Masy dimudahkan untuk lakukan uji emisi.",P,False
4759,jayaleew,2021-11-05 06:41:48+00:00,"@rahmatsn @aniesbaswedan Uji emisi bagus ,itu ide lama sekitar tahun 70 an.Kasihan rakyat dengan keadaan sekarang ini.mudah2xan pemerintah tidak ada udang di balik batu.",P,False
2423,dusrimulya,2021-11-04 07:48:06+00:00,"@Reiza_Patters @aniesbaswedan Yaelah uji emisi gratis dibahas

Yg gak lulus emisi gak dipikirin..m

Mmgnya untuk bayar tilang gak butuh uang?

Mmgnya upgrade mesin agar lulus emisi murah?

Buat makan bayar cicilan kendaraan aja rakyat kecil susah bang..",N,True
4765,Mang_Yuga,2021-11-05 06:15:51+00:00,"@dusrimulya @Reiza_Patters @aniesbaswedan Ya udah, pake Sepeda aja.Lebih irit dibanding opsi2 yg lain.
Pake kendaraan bermotor yg cuman tinggal narik REM/gun mah tabun usah banyak ngeluh,apalagi udh dikasih kemudahan,&AMP; jalan2 lebar dimana2. Skrang Uji emisi,ntar AD lagi Pajak Karbon,ya anggap aja ongkos udh ngotorin bumi.",P,False
4792,tegarahardirsan,2021-12-02 03:33:00+00:00,"information Uji Emisi di Jakarta Selatan dong yang costless untuk Sepeda motor.

Nyari di google punning kok rata2 cuma uji emisi mobil aja ya?? Gimana sih ini. Mau ngasih sanksi buat yang belum uji emisi tapi Tempat Uji Emisi nya aja belum terlalu banyak.",N,False
4846,Bambang_Budimab,2021-03-03 10:38:22+00:00,"@dinaslhdki @DKIJakarta @aniesbaswedan Yg penting SARANANYA ada dan mudah ditemui, libatkan bengkel yg penuhi syarat u lakukan uji Era sm spt di emisi BANG YOS (khusus Mobil).",P,False
290,jeje_jildhuz,2022-06-25 03:10:16+00:00,"@jinyangbenar @AliBarra15 @Srikandi_sunda @jvdas_iskariot Fyi, knalpot brong itu gak bisa di tilang, karena syarat motor jalan di jalan raya itu pake knalpot

Untuk emisi juga cuma waktu produksi aja. Gak ada uji emisi berkelanjutan

Jadi gak bisa di tilang. Lagian knalpot belum ada standart SNI 😛😛😛",U,True
4847,ArjunaIreng_12,2021-11-06 06:53:49+00:00,"@alexusman13 @Yopiluthfi1 Gw udah baca isinya dan link beritanya ada ditautan thread gw, gini bang yg namanya uji emisi kalo gak lolos itu cuma 2 susah service rutin atau yg motor.
Yg dimasa soroti adalah waktunya yg gak tepat gw pandemi seperti ini lagi banyak org ganti utk sekedar buat makan aja pilihan",N,False
228,Fa7x__,2022-07-12 07:00:03+00:00,@kangope Alus sih kebijakan na mah meh teu ngebul pinuh ku polusi 💨💨 ayo dr sekarang rawat kendaraan nya mau tua atau muda kalo dirawat mah insyallah lolos uji emisi,P,True
2565,tishkarubyjane,2021-11-04 03:41:13+00:00,"hdh jd dewasa susah bgt dah,,, ini ada apa sih yang uji emisi mobil yang umurnya lebih dr 3 tahun tuh apa sih? mobil w semua dah pd tua",N,True
634,motawaje,2022-02-24 06:51:56+00:00,"@dinaslhdki 
Aslm wr wb.. admin tanya donk .. kapan dinaslh gelar uji emisi gratis/berbayar khusus KR2 2 tak ? Gak semua orang mampu ganti motor baru lho.. msh banyak 2 tak yg standaran dan dipake harian utk kerja.. di jalanan malah banyak motor 4 tak yg ngebul tapi gak ditindak",U,True
4213,JeffreySun21,2021-01-10 02:11:25+00:00,@kompascom Dlm berita tsb knp tdk dijelaskan bg kendaraan yg tdk lolos uji emisi TRUS DIAPAKAN ??,U,True
4854,babel_gami,2021-03-02 16:26:31+00:00,"capeee banget rasanya hari ini tuh, bener2 secape itu, lingkungan kerja, lingkungan rumah, bahkan sampe yg biasanya jadi moodboster pun bener2 semua buat gue uji emisi, cape asli cape. gasegampang dan keliatannya, semua butuh tenaga super  extra juga",P,False
4801,UfiAl_Ayyubi,2021-11-04 00:45:10+00:00,@AREAJULID apalagi ini kalo tidak lolos uji emisi trus dibeliin mobil /mtor baru pasti pemerintah oleh rakyate senang,P,False
4807,HIrvansyah,2021-11-14 15:00:35+00:00,"@detikcom Kebijakan ganjil-genap dan emisi semakin menambah susah hidup masyarakat, mohon diperbaiki dan diintegrasikan secepatnya sistem tranportasi Jabodetabek yg layak, aman, murah dan diandalkan.",N,False
4600,richworld,2022-06-23 00:04:25+00:00,@AsepBerlian8 @SKakilima @tjhinfar Intinya polusi bisa aja dari jabodetabek alias transportasi lain juga. Kendaraan kudu uji emisi. Pemda jakarta sudah 4 tahun meningkatkan fasilitas provinsi umum.,P,False
2401,Astalnov75,2021-11-04 08:49:48+00:00,"@FerdinandHaean3 Lagi susah gini uji emisi...gak sekalian uji nyali aja lah...antigen duit, pcr duit, uji emisi duit..kentut besok juga di uji",N,True
3493,BrownTorro,2021-06-16 00:04:00+00:00,PT Pertamina RU V Balikpapan Kalimantan Timur (Kaltim) melakukan uji emisi gas buang terhadap semua kendaraan operasional perusahaan.,U,True
1795,kemlonih,2021-11-06 01:10:35+00:00,"@AdamBagaskara @LordCondet @fadhlierlanda @aniesbaswedan @DKIJakarta Kalau di beres/bengkel resmi juga uji atau test emisi nya juga gratis (kalau nggak salah).. jadi kalau servis rutin hampir pasti ""dijaga"" sesuai ambang batas.. tapi, balik lagi waktunya aja yang mungkin kurang tepat, walau sudah ada rileksasi dan penundaan 12 tahun.. 

#imho",U,True
4307,FDLMH_,2021-01-03 02:48:32+00:00,Uji emisi di astrido bisa ga ya?,U,True
2570,norornotif,2021-11-04 03:36:23+00:00,"Uji emisi bikin ribet, apa ini efek kalah ma yg kemaren.",N,True
1171,yuksemangatkuy,2021-11-11 13:55:20+00:00,"@penikmatriba @ganeeeng @MrsBonnie3 @Askrlfess Asyiik ilmu baru thanks kak, skg kalo ambil mobil unggulannya free ppnbm dan free pembebanan uji emisi, kata salesnya sih 😬",U,True
2287,KevinYudhoU,2021-11-04 15:38:13+00:00,"Ini uji emisi kendaraan lagi rame kenapa sih? Ada aturan baru? Nanti jangan kaya rfid, udah nyari masang kemana mana ehh gajelas.",N,True
1075,supraptiyono,2021-11-14 23:56:14+00:00,"@amare_guzel @pedskiibax Wow mantap , setelah uji emisi sukses , pesanan akan naik tiga atau empat kali lipat ?
6000 × 4 = 24000 unit , mantap dan top markotop ! 
*Di alam ghaib*",U,True
4056,blackjack689,2021-01-22 06:23:04+00:00,"@DKIJakarta bapak gubernur yg terhormat......tolong dong kl mau teken peraturan, di siapin dulu scr matang.
Bapak teken peraturan wajib uji emisi bagi semua kendaraan termasuk motor tapi bengkel yg bisa layani uji emisi utk motor sebagian besar belum bisa. Sangat susah mencari.",N,True
4044,martinuslukas,2021-01-23 02:46:49+00:00,@DKIJakarta ini gmn ya surat lulus uji emisi kok blm dikrmin ke whatsapp ? Katanya mau kirim. Uji emisi dr selasa tgl 19jan di SDLH jakbar jln perdana.masa print dan wa aja smpe 3hari ?? Buat apa antri dan lulus klo ga da suratnya ??,N,True
2550,snowflake_ltm18,2021-11-04 04:03:41+00:00,Wkwkkw uji emisi ngantri bngt syalan🤦‍♀️🤦‍♀️🤦‍♀️,N,True
48,estebuuuu,2022-09-09 11:24:10+00:00,"@elisa_jkt Permisi mbak, ini sepertinya jalan yang pas belokan Jl. Pintu Besar Utara, setelah Museum Bank Indonesia.

Jalan itu memang masuk kawasan zero emission. Lalu apa saja kendaraan yang boleh lewat? Tentunya yg sudah lulus uji emisi dan dibatasi.

Motor masih boleh kok",P,True
2988,bangborrz,2021-11-01 06:50:39+00:00,"Kmn2 pake skrng pcr, nambah lagi uji emisi buat motor nih pemerintah bukannya ngasih keringanan atau tambahan lapangan kerja malah nambah2 biaya doang ribet tot",N,True
4569,azrul_bagendut,2022-07-10 21:53:05+00:00,"@YsLagi @detikcom bukan tentang pemerintah, itu balik ke, masa harus pemerintah menyediakan filter?... harus sebanyak apa?... sedang rakyat nya masih kemana mana pake mobil tapi sendirian. dan uji emisi bukan karena peduli tapi kepaksa takut di tindak.",P,False
2246,dedensujana,2021-11-04 22:39:19+00:00,"Bukannya tdk mendukung udara bersih di jakarta, tp uji emisi dipermudah jangan bikin susah rakyat ,masa harganya mahal uji emisi gitu ,cari2 proyek aja DKI",N,True
2261,aboyy_boy,2021-11-04 20:13:59+00:00,"Jangankan masalah uji emisi, ngurus bayar pajak aja ribetnya masih setengah mampus, motor gw plat nomornya beda sama domisili gw tinggal skrg tapi kenapa selalu kepentok administrasi ? Kalo udah online knpa ribet ? Trus kalo motor org medan mau bayar pajak di tegal ga bisa ???",N,True
4912,Obitayu_,2021-11-04 03:52:18+00:00,"Taiwanese, saya barusan ke bengkel resmi terdekat rumah untuk cek uji emisi motor saya, gpp byar drpda antri berkrumun di dinas lh cililitan, nah drive saya merk Kymco, gak bisa dong Taiwanese. Gimna solusinya minute? Kemana saya uji nya? Tks @dinaslhdki",N,False
4356,PungkasB,2020-12-27 13:24:24+00:00,@kadipaten1929 Uji emisi,U,True
2990,piks2409,2021-11-01 06:01:15+00:00,@PutraWadapi Masih uji emisi om😊,U,True
4661,rizki_ariesa,2021-11-20 09:24:27+00:00,@Kota_Tangerang Kl uji emisi kendaraan costless kapan lagi min?,P,False
897,mahmoedi_ahmad,2021-11-25 15:49:09+00:00,"@zarazettirazr @tatakujiyati Pernah lihat langsung hasil drainase vertikal ngga sih?
Hasilnya ga rata dgn jalan, ada plakat, ada yg ambrol, kurang pengawasan, dsbg.

Uji emisi buat roda dua, kebayang ga sih berapa juta motor bolak balik di jabodetabekkar?",N,True
1220,elbeelkren,2021-11-10 06:01:38+00:00,@DKIJakarta Kabar uji emisi ini kok belum jelas ya,N,True
4619,FRPrayogo,2022-06-20 02:51:54+00:00,emisi uji pltu !!! 🤑😃,P,False
4617,FRPrayogo,2022-06-20 02:51:54+00:00,uji emisi pltu !!! 🤑😃,P,False
2207,aldiyawak,2021-11-05 00:39:47+00:00,"seru juga mantengin war uji emisi

gw orang luar jakarta nyimak aja",U,True
987,pradiptyodr,2021-11-19 09:17:47+00:00,@doxxology Sudah lulus uji emisi 2021,P,True
4919,vlades77,2021-01-06 07:54:26+00:00,"hr ini m jln pemuda utk #ujiemisi oleh @dinaslhdki. jadwal dari wad 9-12. tiba cram tenner.10 ternyata kuota sdh habis. brktnya tgl 8jan21 d tmpt yg berbeda. ini spt dejavu wkt nyari2 tmpt perpanjangan sim krn samsat yg ttup saat jatuh tempo. emang bnr d indo, knp hour d gampangin?",P,False
4863,Mang_Yuga,2021-11-05 11:42:52+00:00,"@dusrimulya @_sintesa @DKIJakarta @aniesbaswedan Yg alibi gunain alasan rakyat kecil padahal males ngurus uji emisi juga ada sih 

🙂",N,False
2281,fmuchtar_,2021-11-04 16:18:22+00:00,"Kalo emang uji emisi dirasa mahal, ya silahkan pindah ke transportasi umum. Harganya lebih murah kok. Btw, salah satu hal yg menyebabkan kemiskinan adalah kebijakan ketidakadilan ruang dan car-oriented policy. Iya gegara dua kebijakan itu biaya transport jd mahal.",U,True
4614,Secelupcukup,2022-06-20 13:46:02+00:00,"@h_muets Siaappp dahh pokoknya ... 
siap di uji emisi juga Mau",P,False
4904,amymeita,2021-11-04 06:30:12+00:00,seriusan disuru ngapain itu uji emisi. pada update antri2 rame jd semacam uji emosi 🙃,N,False
4799,kalderanggawi,2021-11-20 13:15:50+00:00,pengen nouva corolla dx/pelihara tapi kok uji emisi.,N,False
4200,bowcantooth,2021-01-11 03:13:22+00:00,"Harga semakin tinggi, bahkan akan ada uji emisi? Apakah nanti masih bisa lestari?",U,True
1983,Mang_Yuga,2021-11-05 11:11:05+00:00,"@_sintesa @dusrimulya @DKIJakarta @aniesbaswedan Memang udah tugasnya pemerintah, bikin kebijakan bebas emisi sekaligus kebijakan perut warganya. 

Jangan dibentur-benturin lah. Yg untung malah orang-orang berduit yg males uji emisi. 🙃",N,True
1197,fendy_070L,2021-11-10 14:03:55+00:00,"@aniesbaswedan Lapor pak, mohon uji emisi dikaji ulang karena waktu nya blm pas...",N,True
1695,GibbyThorneM,2021-11-06 06:38:49+00:00,Minggu depan mau bawa motor ke bengkel resmi buat ngecek kesiapan uji emisi.,U,True
3705,hermanssonobee,2021-03-12 22:41:25+00:00,@tidakmaster gak lulus uji emisi jakarta keknya nih,U,True
4780,tokpitut,2021-11-04 13:32:02+00:00,"@duasisi_tvone 

Soal Uji emisi DKI
- mudahkan ijin uji bengkel swasta
- jangan tentukan merk perpanjangan uji
- Alihkan dari sistem denda ke discount mesin STNK.
- integrasikan data digital Samsat dg bengkel uji.
- Hukum mati Pungli .

gituaja  🇮🇩💝🇮🇩
.
.",P,False
1871,AdamBagaskara,2021-11-05 16:59:47+00:00,"@fadhlierlanda @LordCondet @aniesbaswedan @DKIJakarta Gratis. Keknya bagus disitu daripada yang keliling, gue korban prank dari yang digadang-gadang uji emisi gratis awal-awal buset jam 6 uda ngantri ampe macet Rawamangun padahal jadwal jam 8.",N,True
3210,nurahma2712,2021-10-03 19:27:41+00:00,"@ojikayanya @blubuk2tiencer @aditya_mecky @afrkml sorry bos, asep kendaraan ada uji emisi, ada standar yang aman buat dipake kemana mana, dan lo sendiri make kendaraan, kecuali lo naek onta baru bebas komen lo begitu, kalo rokok itu yang enak congor lu doang dan kawan sejawat lu, yang gak ngerokok cuma dapet sampah, mikir🤡",U,True
116,wellylie99,2022-08-15 11:22:54+00:00,"@ykri_org Uji emisi emang baik. Tetapi ini kerja tidak smart. Bikin macet, high cost dan rendah hasil akhir nya. Tapii gpp coba aja. Iya kalii bs berhasil kan 🤠👍 kl smart kualitaskan bbm nyaa agar gas buang kendaraannyaa clear n clean",N,True
2552,glennof,2021-11-04 03:59:31+00:00,"@ezash Kena juga bang, ini lagi ngantri di uji emisi gila ampe 200 motor",N,True
4902,swirawan8,2021-11-04 07:33:56+00:00,"@dinaslhdki @DKIJakarta @aniesbaswedan @ArizaPatria Berita di Televisi cuma baru beberapa bengkel yang beroperasi uji emisi, dan ngantri nya sampai II kilometre....perlu waktu yang panjang untuk sosialisasi sich, jangan maen tilang ajah, khawatir bisa muncul gejolak di masyarakat...tk ojek kalu kena sanksi 250k, dapurnya bisa jos.",N,False
3774,Bambang_Budimab,2021-03-03 10:38:22+00:00,"@dinaslhdki @DKIJakarta @aniesbaswedan Yg penting SARANANYA ada dan mudah ditemui, libatkan bengkel yg penuhi syarat u lakukan uji emisi sm spt di Era BANG YOS (khusus Mobil).",P,True
4778,tatakujiyati,2021-11-04 22:22:55+00:00,"@AbanggSayur @aniesbaswedan @dinaslhdki Kalau menunggu siap, kita tidak pernah siap. Tapi ancaman Jakarta tenggelam itu nyata. Yg kena akibatnya semua orang, bukan hy yg uji emisi. Kalau berat memelihara kendaraan ramah lingkungan, lbh baik pindah angkutan atau naik sepeda. Perjuangan tidak mudah.",P,False
1945,FirzaHusainID,2021-11-05 12:50:37+00:00,"Di Jakarta motor dan mobil usia lebih tiga taun wajib ikut uji emisi, yg ga lolos ga boleh jalan atau kena tilang 250rb untuk motor 500rb untuk mobil, hhmmm, Anies mau lengser aja bikin aturan yg memberatkan warga, emang wargamu sanggup setiap 3 thn ganti motor atau mobil ? 🤔🤔",U,True
4587,dulqowi,2022-07-06 03:46:10+00:00,"@Adityatris @addiems Setuju sumber polusinya hrs di kelola &amp; dikendalikan selain pembenahan2 (maksimalkan transportasi umum, uji emisi, perbanyak RTH) &amp; live jet Jakarta.",P,False
4730,arifbudz,2021-11-09 14:45:08+00:00,"""Kalau gak lolos uji emisi gimana? kan harus kebengkel utk servis, sementara servis mahal?""

Hei. Motor/mobil kamu sehat, itu juga kembali buat kenyamanan kamu sendiri?? 

Logic manusia2 seperti itu mirip seperti perokok.
disuru berhenti utk kesehatan diri sendiri aja susah!",P,False
4847,Bambang_Budimab,2021-03-03 10:38:22+00:00,"@dinaslhdki @DKIJakarta @aniesbaswedan Yg penting SARANANYA ada dan mudah ditemui, libatkan bengkel yg penuhi syarat u lakukan uji emisi sm spt di Era BANG YOS (khusus Mobil).",P,False
3082,jmstarore,2021-10-28 06:56:26+00:00,"Bagi yg punya kendaraan bermotor khususnya di Jakarta, dicoba aja uji emisi karena bulan depan mulai ada penindakan kendaraan yg blm/gagal uji emisi.",U,True
1618,tamerlane9470,2021-11-06 10:29:07+00:00,"Uji emisi ini cuma populer di kalangan kelas menengah ngehe, terutama SJW zoomers jaksel penyembah Greta Thunberg

Kalo di kalangan akar rumput mah, kebijakan macam ini ga populer, krn nambah biaya lagi, apalagi ekonomi lagi susah

Buktinya banyak bersliweran di TL kok",N,True
4678,lebrekele2,2021-11-19 09:30:21+00:00,@dinaslhdki @ kapan ada uji emisi lagi??,P,False
4632,Temongaul,2022-06-04 05:05:42+00:00,"@emerson_yuntho ""Jangan lupa, smua lulus uji emisi""

-Petugas dishub-",P,False
2376,tian_path,2021-11-04 09:38:50+00:00,"@lavieennrosse @fakhriirawan @txtdarilutpi @hrdbacot Nah iyak, masa nunggu 50% baru berlaku sanksi? Yg ada org2, kayak ane, males uji emisi sekalian biar kaga nyampe tuh 50%.. dikira gratis kali uji emisi..",N,True
4845,tamerlane9470,2021-11-06 10:29:07+00:00,"Uji emisi ini cuma populer di kalangan kelas menengah ngehe, terutama SJW zoomers jaksel penyembah Greta Thunberg

Kalo di kalangan akar rumput mah, kebijakan macam ini Georgia populer, krn nambah biaya lagi, apalagi ekonomi lagi Susah

Buktinya banyak bersliweran di Tl kok",N,False
4523,mazberuang,2022-09-11 13:31:54+00:00,@FWBESS emisi aku. Saya sudah lulus uji Untung,P,False
4578,BangbangTjahja2,2022-07-08 06:15:58+00:00,@tribunnews Aturan baik tapi tolong perbanyak lokasi untuk uji emisi dengan harga murah,P,False
2635,denidesaputra,2021-11-04 01:59:13+00:00,"Jadi ini uji emisi kan dikasih gratis tapi antrinya luar biasa,
Ancamannya nanti denda nih pasti klo ga ikut uji emisi,
Terus ada kerjasama deh sm swasta buat ikut uji emisi berbayar,
Yg gamau antri akhirnya berbayar,
Yg gamau ikut uji kena denda,
Endingnya cuan cuan cuan 💩",N,True
2079,sikas_purnomo,2021-11-05 06:15:15+00:00,"@keuangannews_id Motor disuruh uji emisi, bengkelnya cuma ada beberapa.. kalo mau pinter dan cerdas, tiap kelurahan punya alat uji emisi terus ngider dah itu ke rumah2 warga ngecek knalpot.. jangan rakyat suruh antri, kayak lagak ada kerjaan aja kita2...",N,True
2963,Otty_Hamid,2021-11-01 14:23:28+00:00,"Satu tembakan 2 tewas,byr denda atw beli kendaraan baru#ujiemisi",U,True
3898,js_xoo,2021-02-07 05:39:18+00:00,"@DKIJakarta @JalanBaruJkt @DishubDKI_JKT @aniesbaswedan @BangAriza @dinaslhdki Saran ni @DKIJakarta  @aniesbaswedan  data nopol open API. Developer app  ga perlu diribetkan oleh prosedur administrasi.

Kantor saya mau ikut dukung program ini dengan adanya diskon tarif kendaraan lulu's uji emisi. 

Harus datang kantor lingkungan idup. Kebayang birokrasinya.",N,True
4864,Bambang_Budimab,2021-03-02 03:00:37+00:00,@aniesbaswedan Untuk per mudah Masy lakukan Uji emisi libatkan  Bengkel Swasta yg penuhi syarat sm spt di Era Bang Yos.,P,False
4002,osatra777,2021-01-26 10:58:08+00:00,"Yang punya motor jakarta, ada yg udah uji emisi?",U,True
2834,alfarabi_alva,2021-11-03 06:09:18+00:00,@Denna__aja @IhsanYustiawan Klo gak Lulus uji emisi musti ganti kendaraan dgn Spek Euro 5 ata Euro 6 😁,U,True
1348,udin_cocopeat,2021-11-08 12:43:39+00:00,"@ri4_ul Uji emisi.
hasil postif 🤣",U,True
