,username,tweet,waktu,sentiment,Topik
980,@elisel_17,"bangga si Sushow INA lumayan banyak di AASJ, tapi sampah di Indonesia nya itu. bahkan sampah lebih beruntung dari gue, ke'shoot kamera .-.",2014-08-11T02:22:06.000Z,positif,Sampah
981,@_ofcAliciousMKS,Ali @alysyarief : Aku selalu terbuka menerima kritik dan saran.. Karna Aku gak mau karyaku hanya jadi sampah di Indonesia.. #HaloSeleb,2015-06-03T08:06:28.000Z,positif,Sampah
982,@FAT_HANDRI,Ternyata ilmu itu kaya sampah di Indonesia,2015-09-10T06:24:07.000Z,positif,Sampah
983,@maeixhamong,#KebaikanAQUA itu membuat banyak sampah di Indonesia hehe,2020-04-25T14:29:35.000Z,positif,Sampah
984,@JerapahGantung,"""sleep call tapi clean talk yah""

Materi telponan soal penanganan sampah di Indonesia serta peluang sampah menjadi energi terbarukan.",2021-08-22T09:13:51.000Z,negatif,Sampah
985,@sautmkt,"Kami umumkan bahwa web page ini telah berganti nama menjadi Komunitas Pengusaha Pengolah Sampah Indonesia, web page ini wadah untuk menampung aspirasi pengolah sampah di Indonesia ",2018-07-31T01:55:34.000Z,negatif,Sampah
986,@EHdepok,"Mengapa? Perkiraan sampah di Indonesia pada 2019 akan mencapai 68 jt ton, dgn perkiraan sampah plastik 9,52 jt ton dr jumlah sampah yg ada",2017-02-21T05:04:00.000Z,negatif,Sampah
987,@swaragamafm,"Prancis adalah salah satu negara di mana setiap restoran cepat saji tidak memberikan jasa beberes. Artinya, tiap konsumen yg datang & makan di tempat wajib membereskan sendiri sisa packaging & membuang sisa makanan ke tempat sampah. Di Indonesia ? 
#Dreamland w/ @kiranhernanda",2019-01-17T15:05:30.000Z,positif,Sampah
988,@anasghulam,"Luar biasa RT@taufikul: Kisah para pembuang sampah di Indonesia di BBC Knowledge. Indon adl dunia yg korup, bahkan soal buang sampah.""",2013-11-21T12:12:52.000Z,positif,Sampah
989,@Askrlfess,[askrl] menurut kalian langkah paling tepat mengatasi permasalahan sampah di Indonesia ini gimana?,2021-11-09T06:49:14.000Z,positif,Sampah
990,@nisriiinn,"Bingung deh sama yg ngeimpor sampah itu buat apa ya, kan sampah di Indonesia masih banyak banget tuh:( hemat gt lho ga perlu duwit buat bawa sampah ke Indonesia:(((((",2019-06-15T11:02:12.000Z,negatif,Sampah
991,@tatawberryy,atau ttg ssorang yg membakar sampah di Indonesia mengakibatkan kenaikan 2C di Kutub Utara...,2015-12-29T18:06:35.000Z,positif,Sampah
992,@rulian08,"Ga ngefek kataanya min ""@YukBSPT: Dari sekian banyak tokoh yg bertarung di #pemilu tdk terdenga... #Sampah di #Indonesia gawat! #YukBSPT""",2014-03-21T00:25:59.000Z,positif,Sampah
993,@Nasrul_Ningrat,"RT""@idafujiastuti: Tugas sekolah kaya sampah di indonesia, banyak bangeeeeet:s""",2014-11-05T06:11:25.000Z,positif,Sampah
994,@Laela_H,Butuh inovasi baru untuk pengolahan dan pemanfaatan sampah di indonesia..what do you think mahasiswa for indonesia? *tamparan diri sendiri,2013-09-11T23:54:32.000Z,negatif,Sampah
995,@OrganBiru,"Pengen barbar rasanya...
Owe tuh pengen buka lapangan pekerjaan, pengen memerdekakan sampah di Indonesia dr daerah 1 ke yg lainnya...
Tp kenapa gini?
Ah sudah lah...",2021-01-25T13:42:33.000Z,positif,Sampah
996,@TetraPak_ID,"Terima kasih kepada masyarakat Indonesia, dengan menggunakan kemasan Tetra Pak, Anda bisa mengurangi sampah di Indonesia.",2018-05-15T03:45:05.000Z,negatif,Sampah
997,@ivannmakhsara,Di awal tahun mendapatkan info maestro film horor sampah di Indonesia berkolaborasi dengan salah satu sineas legenda Indonesia... Belum ada kabarnya lagi. Tapi berharap proyeknya jadi.,2018-06-25T15:55:06.000Z,positif,Sampah
998,@artpusayII,Yuk follow @GreenSmileID skrg juga! Trus twit apapun tentang sampah di Indonesia dgn hastag #SAMPAHNYOLOT ! *Spread The News*,2013-09-01T09:50:49.000Z,positif,Sampah
999,@EHdepok,"Berat timbunan sampah di Indonesia secara nasional mencapai 200 ribu ton per hari atau setara dengan 73 juta ton per tahun
#IniAksiku",2017-02-21T13:40:01.000Z,positif,Sampah
1000,@LeylaHana,"Kebanyakan sampah di Indonesia masih masuk TPA dan tidak diolah. 
#PRAISEDroppingBox",2018-08-08T06:46:54.000Z,positif,Sampah
1001,@sadewi_haidar,"2025 pengelolaan sampah di indonesia 100% 

#BijakBerplastik
@aqua_lestari",2018-06-05T08:38:31.000Z,negatif,Pengelolaan Sampah
1002,@addinLFC,Hari Peduli Sampah (HPS) pada 21 Februari menjadi momen untuk mengenang sejarah kelam pengelolaan sampah di Indonesia.,2014-02-21T04:13:30.000Z,negatif,Pengelolaan Sampah
1003,@Rezza_Revaldi,"Iye pecun sampah di indonesia haha ""@Restu_Dreadlock: Si pelacur dang ? Wkwk ""@Rezza_Revaldi: Ini si niki** mirz*ni artis miskin prestasi ka",2013-09-23T06:36:14.000Z,positif,Sampah
1004,@gun_guuuuun,"Pantesan masalah sampah di Indonesia ga selese2, banjir ada terus, kesehatan ga terlalu dipikirin, kebanyakan lebih mikirin akhirat daripada mikirin keadaan Bumi. @sousa_jr",2019-11-11T13:05:33.000Z,positif,Sampah
1005,@HIMMCOMMBINUS,"Pada perkembangannya, permasalahan sampah di Indonesia semakin kompleks. Sungguh ironis ya, Oranges! #HPSN2017 @bebassampah2020",2017-02-21T06:57:02.000Z,negatif,Sampah
1006,@parawhoreman,"kan jin bisa membawa benda nyata ke alam nya(ghaib), kenapa mereka ga bawa sampah sampah di Indonesia? kan lumayan bisa bantu bantu Indonesia jadi bersih.",2019-06-27T07:22:26.000Z,positif,Sampah
1007,@IDPanasonic,Sedangkan #Tahukahkamu jika angka pendaurulangan sampah di Indonesia masih tergolong rendah yakni di bawah 50 persen.,2016-03-27T05:02:00.000Z,negatif,Sampah
1008,@rpm_bagus,"janganlah kamu jadi sampah di Indonesia yang telah aku perjuangkan ini""",2014-06-24T13:56:15.000Z,positif,Sampah
1009,@STTL_Ships,Statistik perkembangan pembangunan Bank Sampah di Indonesia pada bulan Februari 2012 adalah 471 buah jumlah #BankSampah,2014-07-16T10:16:20.000Z,negatif,Sampah
1010,@HiLo,Tempat pembuangan sampah terpadu merupakan salah satu bentuk solusi untuk menanggulangi permasalahan sampah di Indonesia. #GreenInfo,2016-06-24T12:30:06.000Z,negatif,Sampah
1011,@regrahmd,Kenapa sptnya yg lebih peduli buat collect sampah di Indonesia itu malah orang bule,2021-07-12T14:51:43.000Z,positif,Sampah
1012,@Tiket_KA,#TuitIndonesia Jokowi: Regulasi Hambat Pengolahan Sampah di Indonesia #Indonesia #Tuit,2015-06-23T07:54:21.000Z,negatif,Sampah
1013,@wegig12,"Sampah di Indonesia aja udah bnyak!
Lhah kok kmu ikut nambah jadi sampah masyarakat:(
Haduhhhhhh:'(",2015-09-26T15:58:47.000Z,negatif,Sampah
1014,@SoloKotaHijau,#1 #IndonesiaBebasSampah2020 adlh gerakan bersatunya seluruh penggerak yg peduli terhadap persoalan sampah di Indonesia @BebasSampahID,2016-09-01T15:03:15.000Z,negatif,Sampah
1015,@septianaawina,hah kok gtu di? :o RT @hige94: jadi tukang sampah di Indonesia nggak enak yah ternyata,2014-07-29T01:08:24.000Z,negatif,Sampah
1016,@alifiaidrsw,"Buanglah sampah pada tempatnya | #Bapau: Tempat sampah di indonesia aja ga banyak, gimana mau teratur -__-",2013-11-15T11:48:10.000Z,positif,Sampah
1017,@bjack_404,"ada apakah dengan sampah di Indonesia? entahlah, hanya mereka yang tau...",2014-12-08T17:40:35.000Z,positif,Sampah
1018,@indonews9,"kabartvOne: Sampah di Indonesia Bisa Hasilkan Rp50,6 Miliar per Tahun: Pemerintah optimistis pengelolaan sampah melalui bank....  #berita",2011-09-23T13:59:22.000Z,negatif,Pengelolaan Sampah
1019,@mumusiko,"Hehe limbah berupa sampah plastik emg masalah yg krusial sich di indonesia. Sy pikir dg adanya inovasi dari ""avani"" . Pemerintah ...",2017-01-02T08:09:40.000Z,negatif,Sampah
1020,@Sham23,Pemerintah Indonesia tuh tolol..orang Indonesia yg jenius cuma jadi sampah kalo msh tetep tinggal di Indonesia,2013-08-09T16:30:55.000Z,negatif,Sampah
1021,@official_shandy,Cuma di Indonesia yang buang sampah masyarakat yang disalihin Pemerintah .. :(,2013-12-23T13:05:40.000Z,negatif,Sampah
1022,@riandyics,Jalan di indonesia tuh sampah semua -_- pemerintah gamau betulin/restorasi jalan supaya clean and sweet =D akakak,2012-12-15T08:12:36.000Z,positif,Kebijakan Pemerintah
1023,@897GlobalRadio,"Sampah plastik msh jd masalah serius di Indonesia, hingga dibutuhkan peraturan pemerintah utk mngurangi,mencegah pemakaian plastik berlebih",2015-03-13T04:32:39.000Z,negatif,Kebijakan Pemerintah
1024,@iampandu,Yuk kita sama2 berharap pemerintah bisa benerin sistem drainase kota2 di Indonesia. Kita jg bantuin yuk dgn ga buang sampah sembarangan.,2011-04-25T09:59:55.000Z,positif,Kebijakan Pemerintah
1025,@RiyanZN,"Di amerika gamers = atlet profesional , di indonesia  gamers di anggap tidak penting oleh pemerintah ibaratnya sampah",2014-02-10T08:48:48.000Z,negatif,Kebijakan Pemerintah
1026,@akbarXkomenk,"Di Indonesia gembel itu udah kaya sampah masyarakat bagi pemerintah, di luar negeri gembel jg bule loh.",2011-10-28T08:28:12.000Z,positif,Kebijakan Pemerintah
1027,@Dhanaaang,"Kelompok buzzer pro pemerintah lg bikin hastag #Reuni212AntiNKRI . 
MEREKA DUNGU memang, apakah ada kerusakan di Indonesia gara2 reuni 212.  Dari Rumput, sampah saja di jaga kebersihannya, apalagi negara Indonesia.

Pokoknya bagi buzzer dungu, yg tidak pro pemerintah itu radikal!",2019-12-02T06:36:38.000Z,negatif,Kebijakan Pemerintah
1028,@FallahVengeance,Kesian kalo ngeliat anak bayi dibawa mulung sampah sama orang tuanya Semoga pemerintah lebih memperhatikan rakyat miskin yg ada di indonesia,2014-08-25T09:02:01.000Z,positif,Kebijakan Pemerintah
1029,@TareeScholz,"Urusan sampah di indonesia mah bkn cm masalah pemerintah ini masalah manusianya,yg msh buang botol kosong kejalan kudu di buat malu !!",2013-01-28T10:09:36.000Z,negatif,Kebijakan Pemerintah
1030,@arief2riefly,masalah korupsi sampah bbm pemerintah lingkungan pendidikan hmmmpeee susanya hidup di indonesia smua cau kacau,2012-03-30T14:25:00.000Z,positif,Kebijakan Pemerintah
1031,@_Erivana_,"Buang ke tempat sampah ya RT""@ERWINMADMORON: Yg jelas PEMERINTAH BEGO!! Masih mengijinkan FPI ada di Indonesia..akan jadi Provokator berbalu",2013-07-18T16:18:58.000Z,negatif,Sampah
1032,@Anome22993456,"Udah gak ada berita baik di Indonesia, kerja kagak makan wajib pemerintah gak ada yang peduli sama rakyat anggota DPR MPR isi nya sampah doang gak ada toleransi sesama manusia. Mau nya enak doang susah minta tolong senang bawa diri. Mental oncom pasti nya",2021-08-16T15:57:56.000Z,positif,Kebijakan Pemerintah
1033,@CahayaBaktiGraf,"NKRI,penerapan kinerja yang terbaik bagi Pemerintah,non pemerintah dan seluruh WNI telah diatur dalam RUU yang sedang diciptakan Pemerintah dan Parlemen di Indonesia.Salah satunya di bidang pembuangan sampah sembarangan,di seluruh Indonesia,yang akan diberlakukan dengan sanksi",2020-02-29T04:18:12.000Z,positif,Kebijakan Pemerintah
1034,@ryanrivangga,"Segala pake denda buang sampah sembarangan. Coba diterapin di indonesia, udah punya duit berapa karung pemerintah tuh",2013-05-09T15:36:02.000Z,positif,Kebijakan Pemerintah
1035,@tedyginting,"Pemerintah mengalokasikan 650milyar tuk alokasi sampah di indonesia, pasti bakalan bengkak kalo kesadaran manusianya msh rendah tuk peduli.",2014-02-19T16:48:17.000Z,negatif,Sampah
1036,@uptodeath_DC,"Di eropa, pemerintah berisikan org2 yg asli kompeten. sedang di Indonesia? Cuma sekumpulan sampah yg nuntut gaji gede tapi gak becus kerja..",2013-04-18T14:42:36.000Z,positif,Kebijakan Pemerintah
1037,@Thaanitaa_,Tolong ya bpak pemerintah dan gubernur manapun .. Tolong diperbanyak tmpat sampah di indonesia ini . Ok ;),2013-01-24T11:17:47.000Z,positif,Kebijakan Pemerintah
1038,@mountestqiun,bagi saya PEMERINTAH di indonesia SAMPAH NERAKA (y),2012-08-22T04:28:09.000Z,negatif,Sampah
1039,@_akmalfarabi,"Sebagai upaya pengurangan sampah plastik, pemerintah di Indonesia mentargetkan mengurangi sebanyak 70% sampah plastik di laut pada tahun 2025.

Semoga saja target tersebut dapat terwujud.. aamiin.

@aqua_lestari
#BijakBerplastik
#TheOceanCleanup",2019-10-31T07:41:51.000Z,negatif,Kebijakan Pemerintah
1040,@videotronid,"Mobile LED Display atau Mobile Videotron ini sangat cocok diterapkan di Indonesia, mengingat banyaknya lalu lalang Bus ataupun Truk pengangkut. Selain itu juga inovasi ini juga dapat membantu pemerintah dalam mengurangi sampah visual yang merusak pemandangan kota. #videotronpedia",2018-02-09T06:00:08.000Z,positif,Kebijakan Pemerintah
1041,@PetualangPanjul,"Realita di indonesia sekarang, ada banjir malah debat panas tentang pemerintahan dan yg disalahkan pemerintah, nganggur susah dapet kerja yg disalahkan pemerintah, corona juga sama yg disalahin pemerintah. Media semakin sampah, kita ada di zaman caption dijadiin headline berita.",2020-03-18T07:35:50.000Z,positif,Kebijakan Pemerintah
1042,@kucingcimi,seharusnya pemerintah menutup pabrik styrofoam di indonesia agar sampah berkurang #100jutapohon,2013-07-01T02:19:32.000Z,negatif,Kebijakan Pemerintah
1043,@aniRingo,"Yayyy akhirnya seruan buat bijak kelola sampah sendiri buat anak pelajar SD di Indonesia mulai digaungkan. Salah satunya,  inisiasi dari @aqua_lestari Melalui Danone-Indonesia kolaborasi bersama pemerintah menyerukan hal ini #bijakberplastik #SampahkuTanggungJawabku",2019-11-26T08:08:56.000Z,positif,Kebijakan Pemerintah
1044,@DennyDSP77,"Jika, seandainya benar informasi bhw Kemensos akan menampung WNI simpatisan ISIS dgn alasan apapun... itu sama artinya Pemerintah akan menampung&mengemas Sampah yg didaur ulang & menjadikan mrk Bibit Radikalisme yg baru di Indonesia...

#tolaksimpatisanisis
#jgnsuriahkanindonesia",2019-06-22T01:08:30.000Z,positif,Sampah
1045,@mfauzanakbar,"Kampreeett film2 bagus ud mulai pada beredar, di indonesia tapinya kaga, TAEEE !!! Buat pemerintah indonesia emang sampah bet dah !",2011-05-26T01:55:02.000Z,positif,Kebijakan Pemerintah
1046,@rbynoer,Hanya di Indonesia pemerintah seenak nya untuk membuang sampah sembrngn,2011-09-07T23:48:05.000Z,positif,Kebijakan Pemerintah
1047,@butoable,"Untuk solusi sampah di Indonesia, kenapa pemerintah tidak membuangnya di gunung berapi yang aktif saja ya?",2021-02-26T10:01:48.000Z,negatif,Kebijakan Pemerintah
1048,@gerobaksyampah,siniin deh sampahnya RT @Rroobbyy_14 Hanya di Indonesia pemerintah seenak nya untuk membuang sampah sembrngn: Hanya di Indonesia peme...,2011-09-07T23:49:08.000Z,positif,Kebijakan Pemerintah
1049,@mumusiko,"Hehe limbah berupa sampah plastik emg masalah yg krusial sich di indonesia. Sy pikir dg adanya inovasi dari ""avani"" . Pemerintah ...",2017-01-02T08:09:40.000Z,negatif,Sampah
1050,@jcbdcst,Sebagian pemerintah di Indonesia itu bagai sampah yang ngga bisa di daur ulang !,2011-10-04T16:00:40.000Z,positif,Kebijakan Pemerintah
1051,@Sham23,Pemerintah Indonesia tuh tolol..orang Indonesia yg jenius cuma jadi sampah kalo msh tetep tinggal di Indonesia,2013-08-09T16:30:55.000Z,negatif,Sampah
1052,@produkbiotekKP,"Tujuan utk mendorong inovasi dlm solusi nyata menyelesaikan isu sampah plastik di Indonesia. Diperuntukkan bagi akademisi, startups, NGO, investor, industri, dan organisasi pemerintah untuk dapat berkolaborasi melalui fasilitasi kerjasama & mengembangkan solusi berdampak tinggi.",2021-03-15T03:50:11.000Z,positif,Kebijakan Pemerintah
1053,@syifauziah30,"Huh! Harusnya selain ngurusin malaysia yg klaim tor tor, pemerintah juga urusin PLAGIATOR yg bertebaran kayak sampah di Indonesia!",2012-06-18T06:50:31.000Z,positif,Kebijakan Pemerintah
1054,@rudyschatzi,"RT @kabartvOne: Sampah di Indonesia Bisa Hasilkan Rp50,6 Miliar per Tahun: Pemerintah optimistis pengelolaan sampah melalui bank...",2011-09-23T14:33:59.000Z,negatif,Pengelolaan Sampah
1055,@mayonaito,"rakyatnya yang sampah tapi menyalahkan pemerintah, hanya di Indonesia.",2019-03-24T05:45:31.000Z,positif,Kebijakan Pemerintah
1056,@keannyjalankaki,"hidup di indonesia itu ga bisa salah....
Buang sampah sembarang, pas banjir yg salah pemerintah.
Ga mau antri, pas macet yg salah petugas.
sibuk liat hp sambil jalan di trotoar, pas nabrak yg salah org lain atau pemerintah karna sembarang taruh lampu atau tiang.",2019-12-18T09:53:41.000Z,negatif,Kebijakan Pemerintah
1057,@tubirfess,"konfess random kek: 'aduh indonesia panas banget sekarang ya gara-gara pemanasan global. Ayo eh pada rajin minum.' makenya kondoms

kalo ngajak ribut kek: 'pemerintah perlu meningkatkan TPU dgn pengelolaan yg terpadu demi mengurangi sampah di Indonesia.' makenya 2beer! 

Ajggggg",2019-10-23T02:38:20.000Z,negatif,Pengelolaan Sampah
1058,@Ronnie_Rusli,"Semua kedutaan besar di Indonesia adalah berperan sebagai markas ""inteljen ekonomi"" dan melapor ke negara mereka. Koran dan berita resmi pemerintah hanya masuk tong sampah di masing2 kedutaan.",2021-09-18T23:51:34.000Z,positif,Kebijakan Pemerintah
1059,@riotdecember,Sedangkan di indonesia kasus korupsi masih merajalela. Pemerintah sampah! RT @infoSMG 9 Desember: Hari Anti korupsi seDunia #HariAntiKorupsi,2012-12-09T00:35:42.000Z,positif,Sampah
1060,@ikanurafifah,"Buang sampah sembarang , kalo banjir pemerintah yg di salahin

#hanya ada di Indonesia :)",2014-02-04T04:04:19.000Z,positif,Kebijakan Pemerintah
1061,@riandyics,Jalan di indonesia tuh sampah semua -_- pemerintah gamau betulin/restorasi jalan supaya clean and sweet =D akakak,2012-12-15T08:12:36.000Z,positif,Kebijakan Pemerintah
1062,@abinubli,klo musibah oil spill di teluk meksiko terjadi di indonesia. gw rasa pemerintah ga bisa ngapa2in. bersihin sampah dari sungai aja kewalahan,2010-06-12T00:18:50.000Z,positif,Kebijakan Pemerintah
1063,@Kresek_Sampah,"(cont.) di Indonesia yang pemerintah kota nya ikut terjun dalam menggalakkan program-program terkait disiplin pungut sampah,",2014-09-20T18:58:53.000Z,positif,Kebijakan Pemerintah
1064,@Anome22993456,"Udah gak ada berita baik di Indonesia, kerja kagak makan wajib pemerintah gak ada yang peduli sama rakyat anggota DPR MPR isi nya sampah doang gak ada toleransi sesama manusia. Mau nya enak doang susah minta tolong senang bawa diri. Mental oncom pasti nya",2021-08-16T15:57:56.000Z,positif,Kebijakan Pemerintah
1065,@susithaey,"Kondisi lagi corona, 
PHK dimana-mana,
Cari kerja susah,
Pemerintah kek sampah
Kok bisa aku lahir di indonesia
#OmnibusLawSampah
#DPRRIKhianatiRakyat #DewanPengkhianatRakyat",2020-10-06T02:28:52.000Z,negatif,Sampah
1066,@RichoAlfhandi4,"Dilan kok jadi singkatan pemerintah , taman dll.  Berjasa apaan sih dilan? Berjasa merusak moral siswa di Indonesia? Yang kalau gak senang sama guru langsung main hajar? Yang main ciuman dikantin?Yang ikut geng motor?Sampah!
#PemerintahanDILAN #PrabowoBentengNKRI #DebatCapres2019",2019-03-30T17:26:34.000Z,negatif,Kebijakan Pemerintah
1067,@derjindhar,RT @BobbyMandela: Tak ada yang lebih sampah di Indonesia dari pada pemerintah koruptor dan FPI,2011-01-18T06:55:47.000Z,negatif,Kebijakan Pemerintah
1068,@nadia_rnz,"Hanya di Indonesia buang sampah di sungai, dan kalo udah banjir nyalahin pemerintah.. Padahal masyarakatnya sendiri yg gak punya otak. -_-""",2012-11-28T10:05:16.000Z,positif,Kebijakan Pemerintah
1069,@METROFeMale,Pemerintah akhirnya mengujicobakan kantong plastik berbayar di 22 kota besar di Indonesia  utk kurangi sampah plastik. #MetroGreenLiving,2016-02-28T02:02:50.000Z,negatif,Sampah
1070,@djpbaceh,"irwan_sst RT KemenkeuRI: #InfoKeu
Saat ini, sampah kantong plastik mendominasi jumlah sampah plastik di Indonesia.

Oleh karena itu Pemerintah perlu menerapkan cukai terhadap plastik untuk mengurangi dampak pencemaran terhadap lingkungan hidup baik di air, darat dan udara.",2019-07-04T06:51:15.000Z,negatif,Sampah
1071,@joko_maryadi,"Makan hidup mati di Indonesia tp kerjaan nya nyinyir sama pemerintah Indonesia..

Kritik ok2 aj, tp kalo nyinyir mulut sampah itu BENALU..",2017-02-28T01:03:55.000Z,positif,Kebijakan Pemerintah
1072,@Wakil74,"sampah di INDONESIA  menjadi berita di Belanda ...
jangan salahkan pemerintah kenapa sampah di.mana mana.... tapi refleksi  dulu ke diri sendiri... contoh jangan buang sampah sembarangan.
#NOS",2019-01-15T18:26:30.000Z,positif,Kebijakan Pemerintah
